"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"1","1",0.117955646277557,0.0936628584903227,0.397312812739202,0.466953757356408,6.74900743270659,-85.7998887903231,4.13722603685609,0.929166666666667,2.01711430112858,1.27138876721859,0.996504193314092,9.10132866252906,0.831420635536724,4.80882476121643,-0.26623163178119,0.45318034676935,1.14311534939936,0.971600942368234,0.361774018365895,0.452025750014994,0.057417764175142,0.984355429565015,0.00146217764383639,0.773360531029308,-1.3474514832586,0.981516772715811,1.57094719479106e-08,-0.14191255459427,-9.60412975854494,0.982732901881857,5.58562889469691,0.956253253878832,350,0.121644719395334,340,47.1197555432988,348
"2","1",0.117955646277557,0.0967285085318954,0.396977952667184,0.4498350054294,6.77518099979798,-85.7330864962464,4.1450072807129,0.931944444444444,2.07538750862918,1.27844937332855,0.996510780960212,9.09359548156224,0.850648690292826,5.05293639761993,-0.338482291889038,0.358832114838967,1.14638766136093,0.953721544201857,0.295715015879628,0.452912250496451,0.0550589927964749,0.983795049020979,0.00151614831496919,0.765625663063265,-1.36549287782826,0.98118150666149,1.70422384048104e-08,-0.228556666275653,-9.5479615404793,0.98414636608056,5.58716749680193,0.948380371918455,350,0.120460454053165,340,48.7518691698111,348
"3","1",0.117955646277557,0.093410965200311,0.396846701489794,0.447720389726189,6.79451952922088,-85.9295981020396,4.14710164090482,0.927777777777778,2.04904458386883,1.27173269140341,0.996497998396193,9.10475762655091,0.833923205821293,4.92517376928758,-0.336745779101712,0.546100506197072,1.13944441843567,0.995942647878445,0.360280483090665,0.451593340772765,0.0594066759087784,0.983875448668873,0.00147778779643998,0.766075332406644,-1.30383574472872,0.981877616626268,1.56557468890074e-08,-0.223027161900697,-9.54225554919723,0.983243314983033,5.61356214603459,0.954709574693858,350,0.122528873054585,340,49.2817538912425,348
"4","1",0.117955646277557,0.0935036229354858,0.396785830256378,0.463298084428057,6.77111692346582,-85.8574805174761,4.14862324524435,0.919444444444444,2.01213153302296,1.26518241031706,0.996466727347312,9.10657445602584,0.801378502347314,4.56644317483651,-0.30936034287765,0.556611712668688,1.13573830743636,0.943826504567193,0.379722764292453,0.451429924603976,0.0627834839771448,0.984050047150772,0.00143800643643034,0.769675710558754,-1.3000969117683,0.981937656914903,1.51149200953088e-08,-0.196390542655079,-9.57438109637342,0.981085354148298,5.59201851986994,0.95518436339208,350,0.1223802472048,340,50.4722306137839,348
"5","1",0.117955646277557,0.0951132923083637,0.396357645061802,0.454173751352482,6.81626264670047,-86.1102271867466,4.14832631235043,0.936111111111111,2.0531479284408,1.2756340987086,0.996507021821649,9.10963114390177,0.838293989755054,4.8788964226165,-0.27278599806129,0.44532879007744,1.13730384734734,0.943897075910724,0.306757941458852,0.451181605860687,0.0602597995674555,0.984090706564956,0.00147024663818201,0.764593674984287,-1.28885085299189,0.982173702552989,1.5142225908887e-08,-0.20306895260799,-9.49897236592692,0.982861695475452,5.62807588890985,0.954573346956287,350,0.12215159841942,340,49.3315543015055,348
"6","1",0.117955646277557,0.0898264686238119,0.396070183366288,0.466460456523292,6.79810659894653,-86.2378114190487,4.14658594053633,0.930555555555556,2.08691387880503,1.28748767435733,0.996560694505516,9.11390320735932,0.86322137169539,5.24754622649801,-0.289760773428984,0.359852959625826,1.14262917966119,0.976490416861628,0.307219723935873,0.450904182713579,0.055025108162579,0.984360377688338,0.00145092353739293,0.765545595541221,-1.282876164389,0.982330732933388,1.51628134488622e-08,-0.157647195765394,-9.47989475394642,0.984749712462628,5.66478811567007,0.951084630449901,350,0.120378446376235,340,49.3346501790109,348
"7","1",0.117955646277557,0.091494190677605,0.396241525909032,0.468226460394439,6.73622170618445,-86.089899590639,4.15479719076944,0.930555555555556,2.04345069994918,1.27222647744782,0.996497270759471,9.11709770134148,0.811729361335481,4.69040213808861,-0.311246975975283,0.580177694420345,1.13346022370184,0.954381558811449,0.370767022351176,0.450310815935375,0.0626910049951051,0.984153388920927,0.00146188325711796,0.764149572862461,-1.25469922335112,0.982620775259135,1.43487838898213e-08,-0.211514231449968,-9.47893423117848,0.981527766366437,5.62823474450174,0.95715014418945,350,0.121662965336318,340,50.3065114919851,348
"8","1",0.117955646277557,0.0907700777218927,0.396212297685714,0.474658582436529,6.75063162974878,-86.175080966327,4.15494159875658,0.920833333333333,2.07288278220459,1.2782891398952,0.99649002818123,9.11216950620615,0.807927159126432,4.67628558167839,-0.313345893988328,0.521296245518642,1.13582704112457,0.967368718331027,0.389914211578301,0.450907294322202,0.0633104086918477,0.983996612418998,0.00147003066967987,0.762015486667479,-1.27459889774058,0.982339649384213,1.5223044535889e-08,-0.223448414306887,-9.46100652503102,0.981598816664743,5.62265361407259,0.957564570822748,350,0.12121941185676,340,49.637634711492,348
"9","1",0.117955646277557,0.0927814682710919,0.395271239802086,0.46112782558733,6.72473479491149,-86.2502366055358,4.17175123429972,0.920833333333333,2.0769140579344,1.27369843759112,0.996549335442277,9.13762893278952,0.822685731462218,4.92958536536962,-0.333296972487571,0.552103747213285,1.12983844094478,0.987432824529488,0.378331996122252,0.448221787658279,0.0612919720994615,0.98429569726937,0.00139055779553104,0.753864355018247,-1.15668080169841,0.983897934110733,1.34436269385792e-08,-0.310456791124143,-9.29403634112851,0.982334675612814,5.67509145834095,0.954931762120249,350,0.119015164413539,340,48.1916042142197,348
"10","1",0.117955646277557,0.0904902347731822,0.395327794998558,0.465166950740613,6.72293261774417,-86.349095890377,4.16608520304275,0.927777777777778,2.06351525175013,1.27343416472496,0.996561626125145,9.13885371815888,0.826680967765166,4.99318419477334,-0.312444538368293,0.49426541900621,1.13068503862677,0.982874737746962,0.374434418971927,0.448149574783339,0.0604317034552827,0.984534206564493,0.00137759831456728,0.754315248835384,-1.15797655635891,0.983934794515743,1.28581149342985e-08,-0.298552796323128,-9.2988972954092,0.982628463524361,5.71484877074783,0.956237115135179,350,0.120597029663439,340,48.4384698139905,348
"11","1",0.117955646277557,0.089300349503793,0.395598864773863,0.643236542385683,6.68635659008022,-86.5746023443071,4.15422160167822,0.855555555555556,2.10667124931605,1.29434186532417,0.996555328266847,9.13512841163289,0.808057581392913,4.74825713320568,-0.285912772766895,0.54999107186224,1.13302802263077,0.999139322034444,0.425141123088289,0.448459915346115,0.0631542360849025,0.98510105173642,0.00136253380205391,0.764575838712508,-1.19632284258756,0.983613447962386,1.33701813696414e-08,-0.103718318220279,-9.40095559844847,0.9814240162367,5.70089242020766,0.959432512062601,350,0.121888472004717,340,47.3256677135813,348
"12","1",0.117955646277557,0.0917526329718179,0.395371018723807,0.495901951571109,6.80498977615501,-86.4178929545394,4.16485118101841,0.920833333333333,2.12445652358193,1.29378771592151,0.996526034851587,9.12940083049681,0.810953211342578,4.7632327781352,-0.276835530029202,0.534795648262911,1.1313494111947,0.977307743887249,0.401762197594595,0.449132282763474,0.0648181597663538,0.984706567809728,0.00135294206776376,0.760343201190338,-1.19958668318783,0.983377743574975,1.38568798953771e-08,-0.168773908148989,-9.37670068456138,0.981493507528763,5.70616534699495,0.951562651307565,350,0.120620335934904,340,48.0203159859533,348
"13","1",0.117955646277557,0.0950496848106654,0.396800455228123,0.454255837255205,6.7594749631866,-85.6439347350085,4.15165762755762,0.934722222222222,2.05009942846694,1.27406826549836,0.99648101313602,9.10510921454691,0.816023561151519,4.67117735088006,-0.295082545648014,0.468581649910456,1.13746896483856,0.94343301165301,0.357071810007808,0.45165836159799,0.0605072938910531,0.983875828194844,0.00149232459269097,0.771739527398475,-1.30918125062168,0.981825606427506,1.59860112750114e-08,-0.168056121747183,-9.5876673641652,0.981808631635227,5.59072192100498,0.950672825250815,350,0.120897823203012,340,49.0423973102455,348
