"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","1",0.955200520983574,0.232205605821167,0.599930311267943,1.249293274247,2.8511552392992,2.85121773783372,2.3399163012335,0.980555555555556,-1.50978645328296,0.282456045819175,0.884589715015042,2.34195521330403,0.480362301146704,0.617754570869072,-0.251631547486793,0.378761019304691,0.975643736995327,0.324470067555727,0.293293112602558,0.732683894440117,0.0115122892700838,0.97407319139943,1.60025813288919,0.0495191419094014,0.364937048727219,-3.74488139063655,0.90405940285995,4.77492635333671e-05,1.87508241259363,-1.33190303748407,0.52108691779801,0.571053590953376,1.60274041794775,3,0.284419106571334,2
"2","1",0.764160416786859,0.155719466727549,0.636959163298871,1.32390203446313,2.81858952822423,2.81865404634938,2.1630185999252,0.976388888888889,-1.6292150773575,0.269620814445753,0.913888003654114,2.50395185237807,0.508276653870042,0.65716195771494,-0.106629255632844,0.352013715703923,1.08242990925257,0.33386039450323,0.228569754469907,0.710426257184556,0.20221199145703,0.978506174807936,1.84202817497812,0.0581497107554785,0.470335839221099,-3.03207295604758,0.931026533335968,2.27317593286992e-05,2.5541585514619,-1.45660473595972,0.519480073339327,0.461929675481366,1.73685096750431,3,0.426459728826992,5
"3","1",0.764160416786859,0.240179220466529,0.626307864388477,1.30439025416626,2.80764623445885,2.80770864237604,2.28958217728983,0.977777777777778,-1.53759862559303,0.334906546742901,0.902427169775711,2.4454018808823,0.674109207509876,1.04891552710796,0.130056516059092,0.372582577288844,1.19148469098917,0.630306262809004,0.210052259780721,0.711896325922917,0.082031245062042,0.976719664451357,1.69737229202805,0.0409954613421267,0.365125398769463,-3.46090149139899,0.920389866594846,3.32470767148662e-05,1.87086607764719,-1.67531254986826,0.615258194133244,0.787745310176791,1.65488605589384,3,0.305423614187373,6
"4","1",0.573120312590145,0.215228606602299,0.632529449991004,1.33952858127103,2.82123878089278,2.82128753723502,1.87080638981465,0.980555555555556,-1.73061251831242,0.147888638346488,0.939413461062774,2.64013475033777,0.703945643303979,1.12149680455932,0.221576545457348,0.63471628363717,1.40834158119429,0.773635490441076,0.304331797130241,0.689576512065873,0.480599570419747,0.982023493283627,1.67148112498421,0.0774725887082325,0.604914632672567,-2.67821308807103,0.949359049743527,8.2501657325411e-06,3.17723365710227,-0.862909709259517,0.656965190168659,1.07166285637852,1.77732930732115,3,0.516966445614567,6
"5","1",0.573120312590145,0.264565978851903,0.643588736137316,1.25818044212893,2.87497165376653,2.87503221042006,2.10725093191283,0.980555555555556,-1.70291500177175,0.063723270934729,0.925516054059595,2.63480086265037,0.344308995071322,0.647921647268418,-0.499218136102408,0.676784492384661,1.173971697826,0.273621090567874,0.391937932698107,0.706466344097618,0.998235675834859,0.979869685208759,1.81269635683241,0.0364864898600425,0.534533280810007,-2.77400893672176,0.943156048321457,1.06789611485059e-05,2.87841537499981,-0.990469223463751,0.441890298316022,0.396658092142007,1.82368081030354,3,0.579287167495361,5
"6","1",0.764160416786859,0.239444216505656,0.616671203734214,1.2776922224258,2.84135129124443,2.84141544393003,2.10866470395078,0.977777777777778,-1.65931344040999,0.202580975231403,0.9240443187454,2.53266169585122,0.615933084337282,1.01749447529175,-0.14371047324915,0.319796235053955,1.22694601249438,0.507883722329335,0.263532100876877,0.703346621698018,0.192207749955819,0.978997339995415,1.68257177250552,0.0733315876462204,0.479616207137344,-3.14009750441967,0.932895163712201,2.09025849459396e-05,2.55291640260684,-1.12412142730095,0.601824841047525,0.792870079666954,1.73167768796824,3,0.404890039311783,2
"7","1",0.573120312590145,0.257304994381894,0.621506339458348,1.26788857018985,2.86030374213515,2.86034917686558,1.86895449545422,0.977777777777778,-1.82684430446074,-0.0288389745430165,0.949084992678804,2.74676789642429,0.646738573852077,0.948896735535022,0.135190324482213,0.233740875566998,1.5658534167753,0.498046052800046,0.130375256491619,0.682026207542915,0.285658507857292,0.982677701792507,1.53074105721092,0.0551946389802644,0.638282882426487,-2.33462102890618,0.952610666162543,6.6963017576229e-06,3.3753434905413,-0.291826740033363,0.609576663567476,0.861040762000306,1.86075977902651,4,0.708302646677747,6
"8","1",0.573120312590145,0.254471874018928,0.655314244265178,1.25295022464415,2.81760258619618,2.81764887074455,2.01896473053137,0.977777777777778,-1.8454462861977,-0.057720563743956,0.941840642390076,2.62018027603415,0.597709649514241,0.806290894384686,-0.0129700487766651,0.240043006223102,1.361702138844,0.408533826319032,0.15582356736595,0.6905887365971,0.503122363339352,0.982120182727129,1.69962258837045,0.0500461935426857,0.621407589645359,-2.48225888983574,0.94349355707727,1.54424603111492e-05,3.34112539419755,-0.605606443313099,0.605208907288773,0.876807755317646,1.86676192969103,3,0.698622614291932,5
"9","1",0.573120312590145,0.372696838206678,0.639172965521751,1.32311760237881,2.86614879519812,2.86618589965486,2.02456058795995,0.977777777777778,-1.7861397697035,0.0136642081936584,0.943616035125054,2.68917469108295,0.561223611168558,0.732406051174874,-0.115547303413904,0.40688752876553,1.36144077990433,0.421737861053277,0.192524885680546,0.687280003167458,1.48293048312611,0.983854837512315,1.40475737670762,0.0649396841883686,0.704351749390654,-2.01598557328453,0.949745993461817,7.70930389803907e-06,3.71208812365918,-0.00400343175419798,0.58409765254819,0.995102758580253,1.740505794142,4,0.713649357532397,6
"10","1",0.573120312590145,0.36762242709333,0.658382094272103,1.28836905878069,2.84454275502295,2.84459493453743,2.03262002561733,0.976388888888889,-1.62835039036177,0.0738226591125181,0.931485807625261,2.48565811685808,0.513361548163675,0.642673164391772,-0.0876162014180819,0.313331917725889,1.44226403570388,0.4473085073801,0.24523012167152,0.705419340381674,0.528975533296815,0.980105488133389,1.41315234723493,0.0757123956566231,0.637003656325029,-2.79449985120989,0.923197948787986,1.56418934005206e-05,3.29805776896225,-0.0202528485122225,0.567132527266994,0.97716847804713,1.6764831521578,4,0.791117529383861,6
