"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"1","1",0.0161374201823058,0.0367643145227139,0.302352038633747,0.931831366377703,7.89011970007266,7.85261574757127,5.20712800627613,0.243055555555556,-0.602680667825322,-0.106302281142671,0.998855583681198,9.88164655274904,-0.0393045195589714,0.131207929825701,-0.515777156941786,0.297146820280986,1.01192949033456,0.084980480518026,0.664626929592306,0.336505507441648,0.0230673605914626,0.999662230708301,1.65001458244866e-05,20.1090672417636,-0.199586370536927,0.96781540771023,1.3374619002209e-09,-44.5467220191631,9.69654270929168,0.990556992762204,9.09024875518888,0.615246292035427,2620,0.0406216762749262,2574,1.88541048018568,2763
"2","1",0.0242061302734587,0.0306574958192098,0.305295868219152,0.902187228846511,7.85043113760151,7.80088871965715,5.30096550432394,0.290277777777778,-1.42306092941871,0.0145889340646181,0.999150838270277,9.90779789443074,0.0592603392604909,0.135769754796124,-0.45779461382419,0.2790181099745,1.00904596344231,0.0630741208639835,0.577671215977454,0.315171487275455,0.0149126299786228,1.00135738597728,4.91378948716444e-06,23.4758866463875,-0.632640092981556,0.984018509907746,1.81386752295036e-10,-47.4547376586402,7.85700506418354,0.990533923724926,8.81992610436238,0.408910164790904,1294,0.0193079047462947,2571,0.616277207719641,1302
"3","1",0.0322748403646116,0.0310964249547285,0.375091760160313,0.939988865811982,7.87044514808714,7.85548053623862,4.53436350393623,0.266666666666667,0.243205502495443,-1.21190540577215,0.998912913129067,9.85714296383994,0.156154133385941,0.354801955111829,-0.211776918677131,0.405572481702308,1.01142077743123,0.221298613501985,0.508338509937886,0.331090457000022,0.154929440922642,0.995369222944352,1.08990861947874e-05,12.8893904823032,1.36968866633472,0.984374511486095,1.89179117297452e-10,-33.2291546293442,-29.6681574667673,0.985937811787489,8.80003301432781,0.527118249372353,1297,0.0292298154109603,1291,1.3881580547295,1305
"4","1",0.0161374201823058,0.0125473993287475,0.300449239645445,0.857211359976144,7.83701949776571,7.82345474343072,3.84082374364192,0.318055555555556,-0.461485713973086,-0.656268260993364,0.998929020793703,9.88131583713235,0.117203197639999,0.553110872921446,-0.516172563550197,0.284835150865703,0.998184412036424,0.150804872654173,0.640169433871113,0.312570746204589,0.0173204301691965,0.998020361305972,8.24555223755456e-08,6.61012064705692,1.35559012119202,0.995321953553426,1.24564021878038e-11,-11.5354945274521,-46.1250259341293,0.994453569088846,9.46047836951013,0.126836454999518,2514,0.00163355025858977,2537,0.243680412781811,48
"5","1",0.0242061302734587,0.0162173572790048,0.312801143314609,0.850623376598633,7.76992396438339,7.75573693402823,3.51325770920832,0.302777777777778,-1.46282342427297,-0.342890905615089,0.998988148080237,9.88851797584186,0.360108059752495,0.629866604842758,-0.299105689189667,0.181870470576584,0.999711503663135,0.224259638655992,0.348595617931587,0.317589561562597,0.000409742843065451,1.00027003043741,2.42808799669393e-06,5.69177840410685,-0.155007126777914,0.990511095977892,1.86299130570695e-10,-3.74943435124406,-47.2155773359162,0.993916490876703,8.96702883078789,0.427786453830024,1280,0.0203228339438557,1274,0.527601190479198,1288
"6","2",0.0242061302734587,0.0403134899757442,0.319548768541875,0.616927788517366,7.79821813891137,7.79752875967404,5.03364011652501,0.469444444444444,-1.32463226101266,-0.429216587992208,0.999233280444341,9.84010029418947,0.85273357698098,3.75328107273641,-0.312614568002014,0.115710086369656,1.06803693902306,0.826271881919338,0.12816211205778,0.37137563892265,0.0111896340334606,0.997733329695281,6.61169121310221e-05,17.7686243397947,-1.64076395228712,0.922072899173428,4.2447419310723e-09,-40.4275208403102,-11.3627423101116,0.997755899729519,8.95683923812139,1.1302598858872,1281,0.167248889770031,1287,5.5191723423133,1291
"7","2",0.0524466155924938,0.0494745788485409,0.351858890070438,0.630666332868714,7.81754822126391,7.81692375720724,5.29575953033283,0.475,-0.797238265425809,-0.767902537641923,0.998877045129429,9.79204596681122,0.85885745013643,2.83817126074535,-0.20119892104969,0.0762789466693704,1.05055789759095,0.778569808311423,0.0706708057240214,0.366739781855114,0.019952408797419,0.995375253336022,0.000166319565226172,20.9278011952245,-2.52538955327541,0.913179105965188,4.50699199192295e-09,-43.8867986771463,-8.84322282774392,0.994491675010992,8.51114782589062,0.768963213663698,1651,0.0931333154355124,2774,2.39872925519799,1660
"8","2",0.036309195410188,0.0574887806905067,0.332940475379348,0.672224846806774,7.81747671164911,7.81690149571404,5.17513453926319,0.476388888888889,-0.847729079118004,-0.704052626208859,0.998885389068999,9.79261097413575,0.804405338000043,1.9136382441767,0.0546038276638988,0.104604961461249,1.05598160954212,0.708265313011962,0.109885282382061,0.372562024985009,0.0225358858540516,0.995336626598399,0.000183494055691339,19.6546268638255,-2.69534303410517,0.905704737662219,5.24009793019883e-09,-42.0782484921192,-11.1430820754585,0.994268980461587,8.54710692372126,0.817037115063302,1652,0.129222490348704,2774,2.94419471452727,1661
"9","2",0.0282404853190351,0.0325204418209872,0.310493002317015,0.581523564899224,7.74860671287013,7.74694529745751,5.21450279123067,0.534722222222222,-1.42036776611993,-0.131927056401299,0.999328121645957,9.87941428679484,0.798382183290741,2.62250850237939,-0.256762792683644,0.0993326908866152,1.03749431428739,0.67714497895253,0.109536133097523,0.338714673983534,0.0118107103210264,0.999489619005023,3.0989075518932e-05,22.4101877447763,-1.01038570244873,0.953536020328762,1.71639636545083e-09,-46.1706677555962,-1.37923219561447,0.997332664511286,8.86641088340062,0.789072972304599,1275,0.080501095974059,1285,2.59985229251161,1288
"10","2",0.0282404853190351,0.0277432066426924,0.337281254899473,0.578424910706576,7.57564977137404,7.56463678105229,5.30779981657963,0.547222222222222,-1.50633499265563,0.38280182919614,0.999533096355442,9.91142588520519,0.898461624746638,3.68869307272744,-0.118294861094159,0.061123025383939,1.04759090383404,0.828875371240442,0.0295249626010026,0.329806848310283,0.0492769862919949,1.00191104341872,7.94247902152003e-06,25.0141068382527,-1.44841657541629,0.955995192566396,9.85722850506786e-10,-48.1129734048114,10.7646639460701,0.998447262072781,9.15299324807694,0.524789177426995,2399,0.0389886661874613,2405,0.526943315527153,1190
