"tsId","class","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","3",0.296277840729802,0.553242032585215,0.771335731337914,5.88107184821938,-6.28657099250654,2.69187499561914,0.961111111111111,-1.43241992945067,0.358141665449959,0.978512065844427,4.34107323076936,0.894125236783685,2.41051771131882,0.0552954390523928,0.17005830700409,1.4647281836653,0.918879771447026,0.0477899690223019,0.567642779027009,0.0176636670751869,0.996337888410524,0.891860539161788,0.0602421798594575,0.917577228300194,-4.14147771496126,0.992367991981137,1.98951032061831e-08,-5.12659574700097,-2.78385059721042,0.793469484316465,1.32928443426929,1.70431303713693,37,0.602187958869359,43
"2","3",0.306053193332312,0.563477334169738,0.766515755284081,5.77423779656317,-7.17350227212139,2.74971898557228,0.956944444444444,-1.36226648953492,0.422640843150461,0.977524583317115,4.15950328917444,0.904350843754066,2.31275416625316,0.260012849415888,0.190565547687562,1.47757601818678,0.982453087832877,0.0811193200572291,0.572888559469237,0.018386596581447,0.996289977881133,0.891390667124646,0.0573128132574696,0.862834341139465,-4.35618496922429,0.991196000822624,2.43549916468318e-08,-4.90052728806803,-3.07897346739328,0.821490379725312,1.3504598565952,1.5413749469536,37,0.583527348082422,43
"3","3",0.262956039254126,0.549309210405352,0.771950540287817,5.9059660530907,-6.7177212272313,2.75262000140163,0.963888888888889,-1.43795254704441,0.392018221939797,0.978421555849033,4.26677437825573,0.884989985578878,2.33622973858476,0.00837073638783189,0.181884388003188,1.48076331485153,0.881613659836082,0.0430815933867572,0.569356053146642,0.0235847309060232,0.996311298027191,0.889325913891874,0.0646033158693055,0.913104369583425,-4.25743629041519,0.991800193846343,2.77246489558888e-08,-5.09248515298931,-2.90175017111613,0.781020592920343,1.34921880596765,1.63903193015331,36,0.573082940049346,33
"4","3",0.234006615778233,0.532414456251091,0.719434697286865,5.94009210910326,-6.74513796695086,2.60108087023009,0.958333333333333,-1.44103956512367,0.386845127681642,0.979311662274304,4.34626151670379,0.926146525678871,2.67584986307809,0.207455512324676,0.355628526909934,1.51105057827893,1.12045592536669,0.174286231062315,0.567333621703759,0.020293240416056,0.99638069266589,0.905930159664106,0.0550078076039657,0.91603629787474,-4.03977689209076,0.993064443975783,1.87618855153713e-08,-5.12219589547511,-2.90056651786466,0.852668806881366,1.77616863050663,1.61088118042013,36,0.567662855020026,43
"5","3",0.247824055418107,0.53787269152309,0.775746257151657,5.80686410826201,-7.25568800061345,2.67454123401907,0.968055555555556,-1.39496137610027,0.42507042389572,0.97955044066713,4.30931764248795,0.908066269245867,2.52199807536827,0.153580471399026,0.201085984524289,1.5284219488106,0.989721271624794,0.0540744395627831,0.568134780364497,0.0223104965256929,0.996353925275024,0.889696001747968,0.0633924472704211,0.918709775998543,-4.08711949982742,0.99260133591314,2.1782408411832e-08,-5.15999248541978,-2.79612695382426,0.821232372840664,1.54748866627899,1.5850789733655,36,0.554914503558896,43
"6","3",0.346813390553173,0.573892527025701,0.736786274258076,5.68212564714311,-6.14247158086128,2.72107279352349,0.958333333333333,-1.43576123777406,0.316738627059375,0.979090501128334,4.31380820329904,0.89273438106665,2.11636095489655,0.255637648714372,0.14328639545916,1.50773551108215,1.01786587099059,0.148776545684574,0.569986587817344,0.0234893573412179,0.996297740044949,0.903876730950253,0.0560005709974517,0.922173971472649,-4.27854247266763,0.990979078250788,2.38284029148067e-08,-5.11805258041155,-2.85818118120855,0.778070727595623,1.06130690613657,1.66687211063472,37,0.538625147344042,25
"7","8",0.124059091221332,0.467712267022863,0.694741531028464,5.77903392162978,-5.47122523085355,2.70690035014538,0.970833333333333,-1.53078556460199,0.316123842485546,0.976666091949922,4.55414652924024,0.860762689862831,2.3569055598851,-0.0812718564878866,0.0777403970159636,1.30798836072901,0.778664003494956,0.0143476606869299,0.562713693020632,0.0310864127289485,0.996452392977211,0.945435419271249,0.0479739127820328,1.06392421696132,-3.35278504490037,0.993377220356147,3.27606444775198e-08,-5.68777001243641,-2.71071595846265,0.741908005444717,1.24716652409036,1.71976092194167,39,0.563725344922373,43
"8","8",0.142641138816111,0.467002242453126,0.700630604158511,5.97784215753727,-4.72969539385294,2.88349221510331,0.969444444444444,-1.56246010719885,0.244063926966913,0.977634028344732,4.79564049190667,0.784160944888618,1.8721852166296,-0.259651024845335,0.0934486740187743,1.2859903649112,0.673522264451746,0.0704228694279438,0.56332111042474,0.0426193751699206,0.996511317963559,0.948737708521311,0.0399289959384421,1.07743283367622,-2.93822218970637,0.992327177815508,4.08297426222014e-08,-5.73988889905096,-3.03619715585118,0.674828017159179,0.854676581445542,1.73004974751084,38,0.60083779780426,44
"9","8",0.151504050614537,0.472952766436476,0.691111850238335,6.0399561094241,-5.44868504148409,2.84427708963598,0.975,-1.49127378215093,0.314420887276643,0.977486874576415,4.64482285945797,0.799030319093485,2.1101064466178,-0.249619905473516,0.146603601994777,1.31329155276451,0.689073878993314,0.0698999430409335,0.564339230293537,0.053124592134331,0.996486852335833,0.956513468933637,0.0392586299778101,1.0442981411666,-3.09584524497095,0.992722880334537,3.95731146230568e-08,-5.64072483391519,-2.9786766177569,0.678086673620585,1.04408170134365,1.68023040781566,39,0.579532384401504,43
"10","8",0.139605447134387,0.463145978359327,0.698335656159544,5.99355631517665,-5.13903425434723,2.79340771358418,0.972222222222222,-1.54544302783882,0.28445826677225,0.977149176698744,4.64863680903586,0.827314326138252,2.14316675340389,-0.137878918754354,0.0903099218970765,1.30117596631439,0.707432093737545,0.0269345779230676,0.562852359562001,0.040749142930038,0.996475861594658,0.952621194438219,0.0437935692652026,1.0774119161617,-3.15436255951015,0.992782193824553,3.76738687786806e-08,-5.76742739517256,-2.81984157671665,0.697549535462143,1.02769929449464,1.73462729836593,39,0.572273301646969,43
