"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","2",0.532693118564897,0.415442657164382,0.588830656179293,0.929972298324276,9.91616301322797,10.9731458489766,4.30118080035175,0.922222222222222,35.2230187140583,-5.01719793819766,0.418754718294974,0.717420210500139,-0.47808736274879,0.230952672782577,-0.66517654594589,0.471213250856644,0.276200789103461,0.3546901028133,0.991788535880366,0.945757061582884,3.69260691574138,0.822295061167346,0.432961245702735,3.09376040444074,0.366703108695615,-50.618706659352,0.449373799782921,0.00314299522475132,-1.8731330168314,0.950441238834138,-0.0372354852459045,0.0202285041647145,0.885481053240656,30,0.319887618434853,5
"2","2",0.380495084689212,0.247999964966179,0.501637276405086,0.716376560619906,7.09572975270806,1.91099795256743,3.33952213058187,0.954166666666667,-1.47591511252574,-0.209729009785153,0.981753795292523,5.3777561479664,0.768630653365865,1.90149126176318,-0.300014683480456,0.150358024900321,1.3027221006386,0.647019774789084,0.105596200128909,0.546602882941478,0.180127319508364,0.997006837772999,1.01339429733859,0.0833873074770989,0.458017136557255,-3.11736412178195,0.994662777257743,2.56373994937926e-08,-1.53172804716643,-5.39687018677957,0.612547476860734,0.465417254758915,1.6599107881014,45,0.60171991358539,54
"3","1",0.684891152440582,0.447577008922871,0.615642382422889,0.779537169955437,15.2458768125498,15.0588383921513,4.37919407974554,0.943055555555556,56.5790294505116,-7.0491874588816,0.0862197373542647,0.132193209800097,-0.494583945771743,0.249474975545398,-0.657401410554295,0.459047058191805,0.0750173939134921,0.565529519143373,1.12492215790221,0.988147980948442,0.642910525371525,0.612445031344953,0.202150400471205,6.27828217975227,0.528923160815839,-79.7896527568862,0.213962027565986,0.00655119670360656,-1.72617682549955,-1.22780431094708,-0.159494898165594,0.0672519402045943,0.591578998409734,6,0.102784128665889,51
"4","1",0.380495084689212,0.313851481408812,0.491836023328761,0.656622699388034,6.26294048487979,-6.83160085700109,3.50885710777538,0.972222222222222,-0.845406588579889,0.338213608007417,0.96890358741607,4.96128638969271,0.465757497261102,0.581319195139912,-0.121148448141963,0.328842846594771,1.07361948568639,0.441326884546932,0.43444844777272,0.566369305445895,0.0533630609504189,0.996749516195067,1.01433799035372,0.0443589493946489,0.335516701980413,-3.56870593198077,0.985085337763843,6.3742464063565e-07,-0.389985919263146,-4.40769917240515,0.387654900129777,0.354912951984655,1.66434641373469,5,0.543541785003561,12
"5","1",0.380495084689212,0.235043397441653,0.490506021461484,0.640138073217565,5.74436614241612,-6.72926180773096,4.05554661373345,0.973611111111111,1.78140822930643,-0.136268668296644,0.813854039364073,3.26221264880442,-0.403862524069886,0.166423089528048,-0.655534159667239,0.454773997012449,0.777875847984831,0.194158258020859,0.926195427549201,0.72131225256336,5.24890877545239,0.986583023566138,0.788822491060399,0.18752216535696,0.281060309146188,-10.5905848256197,0.84689780917855,0.000219040877217837,-0.360518391835774,-2.48427187992904,-0.0705423313802681,0.0352584794633214,1.42691714128579,9,0.696936687855241,65
"6","2",0.456594101627054,0.336710071955211,0.539958350279737,0.825872280320163,7.79461936629867,7.87315105976441,3.05217954073127,0.9375,-0.906657718389518,-0.71789907545642,0.985004783114828,6.03526423313211,0.420237085294359,0.586256795855404,-0.524328654900345,0.307709717270759,1.28036539827816,0.285659533752714,0.343674426710955,0.544821063280629,0.0448570936658686,0.99685029924805,1.04629383553421,0.0182585836609201,0.922332808452589,-2.63123504997922,0.990503834631341,4.33275022251459e-08,-4.75787409176232,-4.92079441303181,0.387613446878236,0.272094295666827,1.80748596979761,49,0.801238120545196,57
"7","2",0.30439606775137,0.324862877050544,0.478824293782109,0.900479388896554,5.19103470033507,-5.4354108342663,3.41180274627347,0.925,-1.64451977252953,0.105090985068257,0.968702354034401,6.01237512152133,0.175354897828292,0.091325780556827,-0.472388513370127,0.357628462784049,0.984744796696096,0.061818240693298,0.385154302602235,0.563831166987009,0.412080466164605,0.996217383606735,0.983084248959785,0.0653069454764594,1.11577478822479,-2.73005240332002,0.974506916142532,6.61660255712199e-07,-5.38134209800819,-4.10363543682731,0.348269410484903,0.341600599786914,1.87998127565805,39,0.82472188086992,30
"8","1",0.456594101627054,0.324946501756478,0.501220476408694,0.714551715706383,6.77340853382704,-5.94976548304126,3.51801344810546,0.963888888888889,-0.960857573370131,0.218380028718598,0.965246093717129,5.00628847527484,0.300692467950725,0.339730261721618,-0.289373619066728,0.260697106937723,1.02259064061939,0.212247410854524,0.455081482805109,0.572550188062364,0.12026984414425,0.996648789201159,1.04238724539462,0.035431820572476,0.384499699923391,-3.7293176760606,0.982504758575029,6.79546673128535e-07,-0.941348924613133,-4.77952021021579,0.293803517349194,0.238837395452619,1.63054253176131,3,0.603622518678923,11
"9","2",0.456594101627054,0.287003812313305,0.556206927650017,0.800884432513656,9.07467272168045,9.82265662515831,3.08248438677821,0.951388888888889,-0.69258596143636,-0.841301285522386,0.983813972373295,5.80022428893126,0.575971002144216,0.938953592601937,-0.402553111116181,0.210350247495373,1.27816691532303,0.38848901383997,0.223317777673404,0.554833676215834,0.176939541824784,0.996755686710229,1.00527955804339,0.0687574372068805,1.07428692400711,-3.1336591851986,0.990599832380501,6.64847541863133e-08,-5.57833488736623,-2.45274579736005,0.495535620496917,0.431428078034292,1.87946332335313,49,0.875325999336379,44
"10","1",0.456594101627054,0.449527486338442,0.581027991411137,0.776406413181119,5.61464923810167,-6.23345050766895,4.12187357368428,0.938888888888889,3.49270554186191,-0.809522453565419,0.606344506739668,2.04385407045903,-0.464884073264983,0.224414800187175,-0.660010231742164,0.468142641162367,0.531346949634427,0.314817946019708,0.965917025041837,0.754639863089744,4.85397886326569,0.919002966947765,0.63534340708498,0.223728120905042,0.460197307330457,-30.2249991610266,0.64965809488012,0.000547529459365677,-2.28546465680016,-1.27275766437067,-0.103756781984318,0.07846612641072,1.73427243887007,29,0.772983707578514,34
