"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"1","1",0.164032105544147,0.151764737055549,0.36694135602945,0.546074461560085,9.80627196395599,-7.94753490330527,3.42876071506282,0.883333333333333,-0.608175386889698,-0.183094398051629,0.998973008406877,9.3953128181881,0.861779215009798,4.31477154789386,-0.232710721652611,0.0925814395515746,1.79397038189947,0.798544199561425,0.109057435164531,0.434324547284427,0.00276662077485963,0.999633431282071,1.0215307959603,0.000134303654112293,0.680944482410739,-2.12435443401815,0.986392434107449,2.59443071035366e-09,3.42989415431356,2.91332824432042,0.975193606064221,4.39197253001732,0.655470234741259,280,0.0371394451496129,286,0.931338697226234,185
"2","1",0.143528092351129,0.158703004519551,0.370717989692963,0.497581983785656,9.24909075671443,-15.6836903458011,3.26786154013548,0.901388888888889,-0.60345771480893,-0.0998378149815202,0.996713145042988,9.09440507566306,0.893354239478728,5.87963756901455,-0.368513847070732,0.195965142432285,1.17235016789219,0.932022717475848,0.168227704405872,0.43928135657937,0.000631428359252903,0.999633431282071,1.00629489045977,0.000148663569440879,0.439403699296874,-2.44121867156488,0.988465683452604,1.77311223869268e-09,1.13160193093142,3.01547081024497,0.976325129308186,5.13342777424192,0.636558316247066,303,0.0404860090839793,313,0.793971894750186,130
"3","2",0.205040131930184,0.155329715313294,0.376472979959801,0.529659529233649,11.1320994920616,13.9120481138191,3.39443704044124,0.8875,-0.83327965796529,-0.462426352367779,0.996612989906281,9.10897129138113,0.878724586911773,4.78458788364074,-0.25181468317626,0.153189832253312,1.15262620862331,0.877385313940909,0.149762892240387,0.44636080744871,0.00185175988300893,0.999704023810945,1.00292281020213,0.000219093284928801,0.840610498841196,-2.21705368573238,0.983827467659496,3.19440115452513e-09,1.50137782481011,9.89772084844056,0.97697438438328,4.63619608609616,0.728043621443634,146,0.0490813409908635,89,0.651203558219288,156
"4","2",0.12302407915811,0.195337237308169,0.389257047533443,0.462497254603817,10.3578290159231,2.08604811322494,3.54125110676724,0.923611111111111,-0.839540284198582,-0.130114567509958,0.989643187301655,8.29430590426089,0.831651138596213,4.15750486902771,-0.244407253529141,0.114091838232851,1.01830636074549,0.787807312884374,0.160509223382808,0.466187699122085,0.000176326290883125,0.999592718831625,0.957161474249887,0.000298609922505076,1.02665364221496,-3.05762272175316,0.976886409759127,5.10177331710025e-09,-2.7995005494131,13.4836939971225,0.975663308350618,5.05117770201802,0.828728032682112,124,0.0575872511341683,90,1.5905085740952,179
"5","1",0.102520065965092,0.155228088588018,0.36754712047302,0.53340161023887,10.5698354611971,-2.25021611165319,3.47486732040589,0.904166666666667,-0.889843228268859,0.0304787775224024,0.98943221525607,8.47359130273427,0.865549015594838,3.93039634543185,-0.0226234188874105,0.123750883043092,0.997984209105053,0.833324492989815,0.129795545700877,0.451002721947753,0.0016681001520222,0.999633431282071,0.96279753464978,0.00017876242031718,0.590165163393649,-2.22450372380794,0.987784903418856,2.71124968832723e-09,-1.90930634125716,9.85802844843149,0.967617087751955,4.03451123776768,0.685495896600474,389,0.0576152122239772,265,3.87846793800686,48
"6","1",0.164032105544147,0.136189033585395,0.351115996324542,0.471192491445626,9.96840103295119,-6.16307374052406,3.20354988799023,0.918055555555556,-0.601697206344231,-0.0607071425978838,0.997728581933278,9.31078501847477,0.925912307417917,5.86695204845399,-0.0608344936924476,0.0557267668068031,1.21471140501306,0.889560642044291,0.0463916317739625,0.431604147632647,1.01741169864727e-06,0.999633431282071,1.0179941545461,7.98899000665484e-05,1.04599916815543,-2.05351397274241,0.991318010857418,1.52986261363895e-09,-6.71818839463247,0.299998058831802,0.978450235375134,5.0363580358404,0.509200010063551,295,0.0247519958815864,390,2.89984523803551,48
"7","2",0.164032105544147,0.150135940684534,0.36143228992357,0.486286406631457,10.1037027948835,5.8869722801876,3.25946920890873,0.916666666666667,-1.02392755730044,-0.228393544606004,0.991869179843879,8.67871899869145,0.884384900969169,5.47898674943738,0.0207738455489674,0.263087956070297,1.01643140227972,1.04303583144045,0.307907983473986,0.444670944832069,0.00089583917698899,0.999633431282071,0.974916306186639,0.000165017425683424,0.458168398540242,-2.09751273604517,0.990673707654786,1.09917323063895e-09,-1.63836141722502,7.82788001493278,0.971196212990706,5.6216194634089,0.622724777767823,131,0.0519322369611188,220,5.79152492506065,48
"8","1",0.143528092351129,0.145172955190825,0.360919594808719,0.476354559158975,10.008209894929,-12.8392548089005,3.38414614274597,0.925,-0.703347201674233,0.113891137280129,0.997504095758519,9.2770852411572,0.856063315989228,4.65765380051988,-0.180762954193196,0.119938254705502,1.18730747963513,0.826928089595316,0.143024117991281,0.433552036742543,0.000896696422866181,0.999674143732518,1.01880698950274,7.71175508949451e-05,0.829896552937432,-2.22767475167766,0.989834454215025,1.90282624591272e-09,-5.50229090307258,1.1515476887851,0.972832246082022,4.8913772660181,0.524165207452899,122,0.0286580168617752,77,2.93512407174898,48
"9","2",0.205040131930184,0.133173565715591,0.368584761037183,0.603600929259629,10.4889118264992,-1.96859529921897,3.27179742106605,0.856944444444444,-0.538033268316908,-0.356954483073032,0.999120254972735,9.44974382958665,0.899051641257759,5.29291672778653,-0.181341333420964,0.0883131197787303,1.86774617676289,0.868164370605025,0.0904162776732415,0.430722232515337,0.00117796803931848,0.999633431282071,1.02319650648813,0.00016157270386846,0.641248489773275,-1.91624271356467,0.989539307045974,1.19435581331202e-09,0.0758074815078139,5.5066198362269,0.977669007357547,4.87698302219177,0.631087206412722,279,0.0358205778101638,289,0.784745418417884,164
"10","1",0.143528092351129,0.140913361923307,0.357358954030958,0.453048165065155,9.43952411267634,-12.9247362694166,3.31388726984356,0.925,-0.707660232733939,-0.0228841390624818,0.998478996977856,9.33925259110358,0.911479163943912,5.20904687384473,-0.208011880951146,0.0887904898073981,1.4848377891245,0.873538535352863,0.0689614687082594,0.433671412471529,0.000419369900448963,0.999712636488491,1.02194928780832,9.62176129170311e-05,0.58102278358613,-2.19783476644758,0.987853665051539,1.63716377132929e-09,-1.41532945850876,3.29171404340627,0.979316488028382,4.95405841279525,0.586322666682396,111,0.0289593823707683,105,1.10586873560364,48
