"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","1",0.764160416786859,0.117456075280588,0.623083480004294,1.2468538396759,2.72163591982708,2.72168656564471,2.26422967687904,0.981944444444444,-1.47078483249492,0.338077333534455,0.875456354765067,2.31013639529223,0.324257573165086,0.331908529516733,-0.339768723582203,0.291463983868177,0.868638062597946,0.167173277547721,0.447386426508385,0.732959626080571,1.01992928005633,0.978064063278058,1.79769286175979,0.0074622403620005,0.409900477764775,-3.12442322551201,0.926678843092935,4.03598500959898e-05,2.14046896396904,-2.80469109193028,0.31720312421061,0.498386602870011,1.55187879074031,2,0.334121680064246,6
"2","1",0.764160416786859,0.269977920420126,0.63569603089646,1.25665749191186,2.64520268714042,2.6452509150743,2.24683455800427,0.979166666666667,-1.25800835168292,0.596796763363879,0.889334172211196,2.51207614753769,0.466054932217547,0.651139033421231,-0.218306797834424,0.390247212882308,1.03410523204619,0.300658692839954,0.353590418055664,0.723096329107643,0.711400890304147,0.978835394366966,1.67442319270321,0.0525376359555196,0.32850067129377,-3.19247107541034,0.930885326152919,3.47353558442963e-05,1.73099883218364,-2.92837561627876,0.432521013840352,0.657660833266389,1.48370429874921,2,0.502333136892323,6
"3","1",0.573120312590145,0.205801245911888,0.633884529896609,1.27550790537517,2.7725553366401,2.77258373423015,1.95272375718912,0.984722222222222,-1.64341125618244,0.200268129944379,0.927864236858289,2.69962001809699,0.604615127928204,1.11533825954477,-0.127867794043403,0.148951732232696,1.21278014782616,0.558506970311548,0.0647127375853185,0.681682544584455,0.564840206037138,0.982779073125684,1.95246857715176,0.0311489719390686,0.522022951708876,-2.5103554063214,0.965873445766788,2.47366973458401e-06,2.91716532551867,-1.97109464803158,0.552231051260475,0.641906467795976,1.71523939365944,2,0.417409741834514,5
"4","1",0.764160416786859,0.164978730061502,0.596846132775043,1.27921517264288,2.68910329454903,2.68914160429145,2.1509565133986,0.980555555555556,-1.37755721235332,0.577223780591439,0.917171672015551,2.65922613085104,0.632776066702183,1.30604820274728,-0.0967631549683488,0.0951770719251688,1.32217755395926,0.495089252579612,0.0462810887436297,0.69782458074698,0.0978765347674324,0.980531435740463,1.8055105037932,0.0685508204023221,0.341025801362647,-3.21222137743549,0.941500166363614,7.08954843873012e-06,2.0300055502482,-2.42239566660496,0.680059589866007,1.32724034072388,1.59463254843737,2,0.339986789746898,3
"5","1",0.764160416786859,0.270794249405206,0.573929963372637,1.23648434478143,2.61590468825807,2.61596104321325,2.04499894825691,0.986111111111111,-1.35516408565676,0.629466691967419,0.91807550531131,2.67299624000494,0.770748464451006,1.73794970786432,-0.0337815371258051,0.25211015405729,1.31044225035037,0.722011670889936,0.168557585726216,0.694135112838767,0.0944590355829643,0.980906628866308,1.70261402322629,0.0693585329487738,0.304023553707365,-3.07319699469134,0.94826136334546,8.13729541638745e-06,1.63834152075977,-2.66221501899658,0.720349341424452,1.17615907849665,1.51963300532185,2,0.330859249886189,3
"6","1",0.764160416786859,0.167718442237628,0.617385434216962,1.30116638751084,2.68394623134871,2.68398400949577,1.83934762664295,0.981944444444444,-1.57290675557259,0.420207237545575,0.923304358268359,2.71527003879527,0.832509484461631,2.18723656180198,-0.126641869161081,0.411659401005904,1.25629812596953,1.04369520744004,0.346395681206032,0.682983971359116,0.0394981256420883,0.982612877588262,1.91695544022458,0.0244349490285703,0.381229269646551,-2.78173893171847,0.96889103929017,2.87563251615604e-06,2.10417762042557,-2.62849640677614,0.790813496452989,1.59842861558408,1.71274803088639,2,0.187654407805952,5
"7","1",0.764160416786859,0.260357919486263,0.616539764735134,1.25970339234601,2.62428684471363,2.62433785141383,2.17657400235356,0.981944444444444,-1.43560451438497,0.516691163576779,0.896187330007953,2.52547137996178,0.531113215453342,0.806111152144473,-0.198374042959519,0.443606378354732,1.04526646197362,0.364860841984107,0.333243849776431,0.71449329337561,0.387029287256235,0.979879455421798,1.72752804233337,0.0310074465774487,0.340666640598539,-3.08309544616809,0.940295329388172,1.88637879462926e-05,1.79966611651816,-2.92251073547367,0.46350483195815,0.739120999950185,1.55317594695775,2,0.569342386630161,6
"8","1",0.764160416786859,0.174774747047419,0.642291803749565,1.24020321278455,2.68503550817445,2.6850830531235,2.19283684733346,0.980555555555556,-1.51858421462332,0.396124430076466,0.889431729280258,2.35078799068283,0.473226593282654,0.607574606882791,-0.222949494711255,0.49516555291064,0.985481479681038,0.384235767034159,0.447012964318744,0.718489513028206,1.09447980876791,0.979506231557494,1.79743333872776,0.017142128696017,0.402761883207063,-3.11448383999558,0.938522374133781,2.00947943012067e-05,2.13537087388253,-2.78018769248843,0.390550543940683,0.751354133655007,1.58321602762818,2,0.444756271122625,6
"9","1",0.764160416786859,0.122354963276909,0.602103978895607,1.26122634256308,2.67182563053851,2.6718643420281,1.97839170561034,0.984722222222222,-1.49763489960279,0.492095756746039,0.924115698979804,2.60897374395696,0.730145236024764,1.71657392221959,-0.120645473375344,0.226382604321963,1.28813331386778,0.692170059023082,0.123654739844968,0.687979627333163,0.156403437542485,0.981948435168127,1.8953941274357,0.0356335956925513,0.391456800775333,-2.87742187674328,0.95917722754452,3.92104156743352e-06,2.18159878809247,-2.43378069961234,0.662402376842694,0.955152879222219,1.67475479600213,2,0.198173265649619,2
"10","1",0.764160416786859,0.180226358431184,0.605771604809867,1.27550790537517,2.68207758989804,2.68211349233217,1.87644883312836,0.983333333333333,-1.46786473750257,0.507407827527559,0.927609200389756,2.68026893900667,0.80952734461037,2.10525192332181,0.102968769760871,0.190112524456511,1.35821133279943,0.849173204303487,0.0386279020917771,0.684755572099208,0.138327109575382,0.982290042950499,1.89343149932628,0.0377148591535097,0.381381393164046,-2.84622033261974,0.962182442650101,3.35689825653555e-06,2.1424574540755,-2.45411852290373,0.753449040392595,1.35711447899577,1.6580470248804,2,0.197607611666733,2
"11","1",0.764160416786859,0.176927711202293,0.639955879265659,1.28836905878069,2.69071957128983,2.69076351034497,2.08796224933684,0.979166666666667,-1.59408240044732,0.357647152231379,0.902833104366356,2.4737624219574,0.596463071125743,0.891199644538506,-0.143357431542835,0.415938599737143,1.05232738247811,0.391191309012646,0.337987392041822,0.701004356616556,0.908728747993096,0.981057905865553,1.85079474732196,0.0130143425647415,0.404063474383675,-2.90247816948337,0.954027447065194,9.09962394410848e-06,2.16699759150987,-2.7570098094486,0.476496258491012,0.596054019593524,1.65999973671982,2,0.119073120558518,2
"12","1",0.573120312590145,0.300868487122259,0.618206323280491,1.28104814135092,2.82498121997535,2.82500685319468,1.9782924403425,0.976388888888889,-1.73880025879911,-0.0549413802482459,0.927808902599276,2.59214903518621,0.548345609363616,0.587929384677318,-0.167710063241239,0.291064550767799,1.10543874367952,0.345348339096436,0.154491487692934,0.684051651872682,1.16748948327375,0.982495045274819,1.94715635647776,0.00399082371656334,0.572214773517359,-2.59845978549315,0.948599639645839,1.17145148531537e-05,3.32303447102738,-1.63173850598333,0.433953727081374,0.322427374995245,1.72247263667652,2,0.640700189039271,6
"13","1",0.764160416786859,0.113310612135283,0.619618774461057,1.24019161204913,2.67537440387006,2.67541347993204,1.8956189630051,0.983333333333333,-1.48421204196174,0.483134432662828,0.925019726993047,2.65737952726903,0.725419695493096,1.87557734836188,-0.136907317543134,0.585478926584176,1.33648337206491,0.937932678063294,0.360920044134833,0.68372344280523,0.0752741157009981,0.982206697701311,1.90394569532391,0.0375252891065279,0.398818190672251,-2.74918011340841,0.964247883936658,3.2921621330338e-06,2.2212343729773,-2.40420009638796,0.695627657459654,1.19646510056072,1.67512842584465,2,0.215045326001057,2
"14","1",0.764160416786859,0.191598412248939,0.614327724551897,1.25295022464415,2.72872586368077,2.72876052708782,2.13227121137857,0.979166666666667,-1.60647486333767,0.294863637365328,0.899265212108636,2.38002243780308,0.513236922308881,0.585901325836446,-0.187946673098191,0.345389271164967,0.98596817329439,0.310409707060631,0.365784325138527,0.709842934828963,0.911645540438456,0.98053912477754,1.88427724117488,0.0154774082650921,0.466589505294652,-3.02406783094667,0.946457683493241,1.38107690447499e-05,2.50426990427775,-2.52236933696882,0.425540722393644,0.628420067676786,1.65970353174047,2,0.202771088089537,5
"15","1",0.764160416786859,0.114501079172641,0.655950298907274,1.26123794329849,2.6723978242183,2.67244901320578,2.20972981003167,0.981944444444444,-1.40845585651109,0.447617124057443,0.880065393510787,2.31741668626264,0.467008028644415,0.591096326834271,-0.0862231506112407,0.627368583156715,0.992004584248983,0.393561722088281,0.509386009219234,0.723714127577305,1.36537512920726,0.978283743099803,1.73309153621879,0.0243367983629063,0.382823205075004,-3.20558583737493,0.926866823839383,3.20239666267062e-05,2.01255717354466,-2.84242484313926,0.380964314111536,0.885097253769735,1.52551952692304,2,0.46660161390633,6
"16","1",0.764160416786859,0.225147160766443,0.591775464375258,1.24837678989298,2.59816090117344,2.59821162758263,1.86090895743861,0.983333333333333,-1.26753361074901,0.680968091024781,0.923216457831928,2.74107743780499,0.880170550203612,2.28233539109404,0.497675475062121,0.775039184732226,1.42855377930309,1.31059963724108,0.415994470167103,0.68910924982029,0.0715216588728125,0.981420571927279,1.68206934012026,0.0861353125976968,0.294549078811241,-3.09475726613196,0.953039035785843,5.40481530642022e-06,1.5924889260872,-2.68632000598866,0.823595934296124,1.87246713606954,1.50402839451748,2,0.377275557272022,3
