"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","8",0.474144607116552,0.164877725166941,0.468158457208658,0.678569140387125,5.76998331523372,-4.85568687541366,2.83040511467596,0.972222222222222,-1.56682406610093,0.244163871503053,0.97758558126115,4.75634462483289,0.774486381478175,2.01020215421667,-0.316798703244285,0.174294044851465,1.29274003398795,0.709951693238838,0.130638072905282,0.561454254175621,0.0270020426582958,0.996506961184637,0.957540478294101,0.0392286922380027,1.10769496738627,-2.95467222543548,0.993142660614537,3.76647323716164e-08,-5.86670037189739,-2.79111066339803,0.644547265401524,0.996541627970694,1.75448087382989,39,0.598900360589923,44
"2","8",0.474144607116552,0.180608330274897,0.481927332762503,0.722214631093929,6.08955487265773,-3.6191533391865,2.91451205002994,0.9625,-1.61934534366797,0.159957193760438,0.977245786965355,4.87341110629686,0.724832385688748,1.55155482858873,-0.292079570316264,0.115544390892572,1.25410951874013,0.569084921212436,0.0990917954039261,0.563649546845371,0.0431919564025494,0.996505954391768,0.987667057137329,0.0335067896101908,1.17933073659227,-2.76913926512008,0.991572064477207,6.214805769971e-08,-6.11091752620468,-2.70045624549414,0.597478210160931,0.629076185096066,1.82973748068953,39,0.696613829819002,44
"3","8",0.474144607116552,0.157972151799548,0.465023244783656,0.699875502584749,6.27938392328181,-3.01724992476881,2.91541630845291,0.968055555555556,-1.62985069454945,0.122976329619321,0.977718571116719,5.06569278324689,0.696437701193563,1.49127112484428,-0.351024346273149,0.148506111996351,1.22508781031779,0.549872716421164,0.140143744823388,0.560544066070179,0.05132182938922,0.996608551367895,0.990970549419503,0.0295779657297517,1.18884186019678,-2.5450038887463,0.992184385849665,6.25503058361073e-08,-6.09334982328251,-2.87934083349657,0.582775709113763,0.644618629544684,1.76903838582597,39,0.639706574336075,44
"4","8",0.474144607116552,0.175600083804559,0.470281405918852,0.749910065337409,5.91570339735449,-3.77749798511393,2.93540399778528,0.963888888888889,-1.61685432368835,0.158889567691401,0.977036674651881,4.90015635396236,0.68792656766075,1.42083514279246,-0.289064935243771,0.134497139494907,1.24112782498843,0.51912471326878,0.126405156821656,0.564456467368611,0.061062302157832,0.996501091211808,0.98922507975429,0.0318163423809538,1.17008536427119,-2.70353358546411,0.991073924387611,6.79380325485714e-08,-6.08190249516613,-2.7917944590322,0.556058173975097,0.543416656209454,1.77844110564741,40,0.658986862132497,44
"5","8",0.474144607116552,0.150957422598764,0.461511961250967,0.716651560460884,5.95613217554627,-4.28142341887089,2.86524289344815,0.965277777777778,-1.59365105864762,0.204700119522879,0.977464607569703,4.81540644554494,0.749304859833277,1.80881642743957,-0.277326500944922,0.121978321421241,1.27214209396259,0.617160087170239,0.119804532477135,0.56190279076251,0.0370338849394829,0.99650859294334,0.973307764163919,0.0355509345839813,1.14400226305004,-2.84277548887183,0.992584291581766,4.97714033192877e-08,-6.01283833034955,-2.6961779346252,0.611626069540815,0.81595444893351,1.79790031974826,38,0.649294868615323,44
"6","8",0.474144607116552,0.177060160903666,0.462446518851716,0.68999224469854,6.37338614764842,-3.45139248118159,2.90486536742747,0.965277777777778,-1.61908690260682,0.144769696050292,0.977500175008381,4.97409583006406,0.712896370722206,1.53403042698271,-0.312921655767952,0.117773322559628,1.23809065151634,0.555131220836525,0.115454832142857,0.562165543540784,0.0559535581247951,0.996576456513498,0.981318276399023,0.0341592119549368,1.18266530594751,-2.64608336219329,0.991881653550689,6.11996492758886e-08,-6.10711514090331,-2.78584778289976,0.592374310847409,0.602860319897777,1.76838645173103,39,0.650037485562131,44
"7","8",0.474144607116552,0.167140670173088,0.471846939960048,0.701438044002298,6.22574483608958,-4.23164470259657,2.85633713536952,0.972222222222222,-1.59507322317476,0.202214568960951,0.977525968673796,4.83324212778507,0.735836391419145,1.84881089461893,-0.370422530469531,0.209478232966011,1.27189560203755,0.653221783241123,0.167923701513541,0.560538359259806,0.0262185470962109,0.996563805593749,0.968983444825324,0.0355947605503528,1.12728572584988,-2.82645126772365,0.992981920276377,4.63471482344386e-08,-5.92395450615529,-2.84795976181166,0.603509314146629,0.911727795374904,1.76150153972957,38,0.645597627342764,44
"8","8",0.474144607116552,0.14831533721953,0.473793721896095,0.687697296699572,6.05920856104445,-3.2734956071388,2.94853638449252,0.969444444444444,-1.63056778065128,0.134982790233602,0.977140497651809,4.9500345834586,0.686890168927925,1.44073881898115,-0.335714578760684,0.15880963745334,1.23301915620027,0.532156945223404,0.146855197071573,0.56329966355633,0.0554696224563399,0.996563409393319,0.990077027056071,0.0294822190785649,1.16407283345149,-2.66483673510908,0.991694249542942,6.97143240360533e-08,-6.01425523020902,-2.84455867723863,0.569203642324188,0.591314412577596,1.84028210531479,39,0.705863979132315,44
"9","8",0.474144607116552,0.13091468286564,0.462807716801183,0.671638168355552,5.95209392069589,-4.57605311157203,2.83574345518127,0.968055555555556,-1.58874304253764,0.226448467393814,0.977732163984822,4.76636300965197,0.79273118508304,2.00758069671432,-0.253100775387443,0.0974428233247643,1.29699737808116,0.708464728302391,0.084104419022398,0.561636121788815,0.0251012319735059,0.996555241779836,0.968517657454903,0.0386118183098457,1.12183925612363,-2.93077954041337,0.992886169881009,4.20764135095954e-08,-5.91717317206597,-2.82099364293817,0.666995045163535,0.972151094563165,1.74785131709979,38,0.618041837282186,44
"10","8",0.474144607116552,0.167201466220331,0.474055589992903,0.749039217996233,6.09540557273939,-3.68306479702011,2.93567414650255,0.965277777777778,-1.62362777290689,0.161318822663289,0.976864959529173,4.88103851108827,0.707800347619862,1.51795560671546,-0.268671926996504,0.124899872770403,1.2408890355744,0.53791980369892,0.122735026491472,0.563236228617224,0.0687479647122249,0.996497093751022,0.976919366404163,0.0352152723097447,1.15829103407422,-2.76828779323884,0.991488284555502,5.96475967781912e-08,-5.9959763174076,-2.78913900769195,0.569376756306323,0.695536229109532,1.78297685203637,40,0.687969029495493,44
