"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"1","1",1.27982629571518,0.337349608207729,0.453335282041349,1.0516984453038,5.54819989849053,-2.14423278666556,3.95249821859772,0.930555555555556,-1.36476633717072,0.0641109254398603,-0.121033833904672,0.125378897904492,-0.60208968017202,0.540966127750419,-0.724390593150006,0.769493567495296,0.0723946630791172,0.541371194193988,1.00122691673685,0.981547804747247,0.442964211533468,0.500045830129239,0.0820100030779644,0.0688172373201818,0.103946163258976,-70.6284082433276,0.178302099700434,0.000212748285771746,-0.967496195870897,1.09890392978919,-0.322780508059127,0.234069376019283,0.813604618283207,40,0.673181397052068,42
"2","1",1.1813781191217,0.460913373856131,0.514384876047005,1.02563506308052,6.09096623901026,-1.87051142590391,3.95418417009794,0.927777777777778,-1.13583663052125,0.163792082698637,0.0709070366506673,0.0505459558392754,-0.458213873728926,0.280507840070626,-0.625617467757214,0.459609677950042,0.0217346199329998,0.467867802139282,0.998137169709371,0.994261408048284,0.330790713519829,0.532144448499053,0.149596972126109,0.0233132300036281,0.13690963078383,-56.205823610306,0.154146434530511,0.000244684223343898,0.581870556658505,0.26576483406141,-0.0837821782736506,0.0962218463247223,0.893379501589902,6,0.563342118659599,40
"3","1",1.27982629571518,0.440507055138742,0.504879820806503,1.03319317326911,6.65878562166696,1.0983478614761,3.92422725273868,0.923611111111111,-1.25604439029202,-0.245271215933586,-0.120195420709822,0.157985890998237,-0.439018348284771,0.288642833776698,-0.595386210909079,0.420339283363854,0.111534755697212,0.701061918719684,1.11709786672162,0.975537748974738,0.0287879914909494,0.500045830129239,0.0282857716773408,0.0805366969732088,0.252381609303372,-55.6815534069867,0.0376658439365513,0.000232395124797569,1.20939134783381,-0.273128777372177,-0.160210681217464,0.200781798096339,0.929050305776192,37,0.928606763030902,6
"4","1",1.27982629571518,0.466072989784226,0.52427581439594,1.02482470778422,5.7381695182282,-2.25318635490229,3.98596041380142,0.929166666666667,-1.30515980353423,0.0586088257538338,-0.0509722802693133,0.155216604559979,-0.422388459753063,0.435293163730608,-0.549968493614862,0.559325228156404,0.077905809802067,0.589426981857154,1.14345614643106,0.974173270508539,0.298525651138647,0.500045830129239,0.0757296787750067,0.0771253708001053,0.172127591907133,-58.3767540709011,0.0937476565069616,0.000213871788726937,-0.653081462701312,0.443266019542145,-0.154285729614507,0.237430096004802,1.01389584616014,9,0.81117943900004,20
"5","1",1.27982629571518,0.356751141149711,0.501238401722207,1.02495513093093,5.84950505569503,-2.65796785376645,3.93323335060287,0.923611111111111,-1.28162342573485,0.0828940623919826,0.0162626297575425,0.0922938736371663,-0.418170308659358,0.260634480025772,-0.611250719078629,0.477759307111222,0.0408626214977325,0.451337418440569,0.998918254086629,0.990225761892331,0.0726864461823258,0.500045830129239,0.0447099860999673,0.0756320810376031,0.210631609400023,-48.7952738951384,0.0772658498819719,0.000208181545503997,-1.360795505888,1.32956329751794,-0.0471144336296038,0.121800424080211,0.505822904767371,22,0.993745503492797,5
"6","1",1.1813781191217,0.384240301021451,0.4922683739487,1.0497103873795,6.36749935236262,-0.917951971767622,3.97573996429252,0.925,-1.19496972425416,0.0324407442668721,-0.0618788523674349,0.0638953354121328,-0.591548346288731,0.494399536506554,-0.725698906743291,0.803051648209977,0.0282924538621193,0.561474832544773,1.21746266429101,0.984905442240519,0.80356062230223,0.505716255964883,0.140759241231368,0.143251843350442,0.321699158872271,-63.4929766485611,0.246270817237273,0.000195101872262662,-1.7779855668387,0.664208713483558,-0.347290045144019,0.190249279541273,1.16292753916411,6,0.764353793960645,6
"7","1",1.27982629571518,0.31006088790303,0.497759771019253,1.01981795106572,6.51237564155825,0.622512217925426,3.92215785632696,0.927777777777778,-1.14171303454522,-0.143164738215828,0.0123715842759221,0.154065872979243,-0.416629110765179,0.357249705871342,-0.627925981678749,0.702943248810154,0.120168120334031,0.422727248823621,0.928550134610418,0.985759806669528,0.418127996839405,0.500045830129239,0.104529293218009,0.040331969154701,0.041131818425084,-52.3406279832392,0.0509719249077789,0.000282708529978287,0.190486920798037,0.105639863884071,-0.00960496287754444,0.149453120021021,0.523182570235379,35,0.523523373218229,2
"8","1",1.1813781191217,0.413017895267002,0.498830092931167,1.03863938216412,6.28922290724463,-2.41494315130803,3.92688107561891,0.925,-1.26665210552321,0.107763796079675,-0.241761008083889,0.155447810931018,-0.602232293211091,0.52260677612139,-0.746455168276449,0.906359804149218,0.0816766187686002,0.50441809106779,0.82251016892545,0.975744193507467,0.169665751161969,0.500045830129239,0.0743134094145712,0.111309237096545,0.0877660840833156,-75.9498419991358,0.0249305777239021,0.000247561004470101,-0.110375835654203,1.05703214292158,-0.281892741068335,0.18938364411664,1.17270072491517,7,0.819287202146359,33
"9","1",1.27982629571518,0.287955144058373,0.436640903748306,1.03227624020297,6.33711759484999,-0.214167020787454,3.99439410489263,0.925,-1.24234647288063,-0.144509735519077,0.0362114924839051,0.0740963915320452,-0.467265868121729,0.355722506080694,-0.674718555514758,0.72844929102751,0.041564692324166,0.453735912947702,0.943059873637672,0.99327248199272,0.462057651557606,0.500045830129239,0.0770367919072712,0.0260178483055505,0.254333889257114,-51.7234377001786,0.114588251484366,0.000307647662908763,1.65694683511416,-1.58276990509521,-0.0546756906342111,0.114633551174683,1.13945966503042,18,0.527304284197791,41
"10","1",1.27982629571518,0.315444303930113,0.452622061671776,1.02874963536484,6.16461833661612,-3.05890531377491,3.96562372365715,0.923611111111111,-0.980560420576783,0.219543115163599,0.090996622233216,0.130282677566855,-0.35695122026279,0.306865174491761,-0.509187779952294,0.373469136010348,0.0984233681427967,0.394633848748547,0.668980291757272,0.98786261595719,0.53707764095273,0.500045830129239,0.135322600442302,0.0947162549375546,0.062234565899487,-51.4313242256754,0.0475937362383417,0.000288764094525642,-0.332894089955425,0.312250873821684,0.048920856922764,0.171681083004779,0.784594892123846,22,0.660747073372606,21
"11","1",1.37827447230865,0.236491259858785,0.406922606960508,1.03810706202912,6.1778949450628,-2.09096787759696,3.92623090135861,0.926388888888889,-1.24698694984418,0.121233714440806,0.0330849618209613,0.0879856122155294,-0.403927831209281,0.307962873648065,-0.555378090056081,0.470225779231265,0.0508427636548754,0.512801022066375,0.702942720433469,0.990195548777001,0.467568721956873,0.527279872110126,0.160681415917708,0.0398924338261665,0.639987954820518,-54.7013337649121,0.14326888811398,0.000241986018823265,2.32529220660883,-1.15887515541462,-0.104867514312749,0.169760061139339,0.613757991078165,7,0.494338226689371,32
"12","1",1.27982629571518,0.359860464372995,0.491820254954613,1.03753370764936,5.95636972669673,-1.23235392829154,3.98252752064664,0.926388888888889,-1.44141290093044,0.0583412036377426,0.0382651810884731,0.045514174149751,-0.519678246024729,0.324228326695868,-0.657501688946678,0.506069874370827,0.0292167665713529,0.494315867709459,1.02963243036924,0.994542707212758,0.138872772738438,0.547526797401033,0.14337920656088,0.0207533369875427,0.162237174760719,-60.0461908901879,0.157473813809691,0.000182465530175824,-0.164131909161948,1.7781327123231,-0.132753541131767,0.0706326153319782,0.704823588496924,16,0.673743672748444,37
"13","1",1.27982629571518,0.392703801307022,0.512396307583657,1.01387041590421,6.46717883224601,0.868841552475354,3.95183103142913,0.927777777777778,-0.932771764986358,-0.349926427338606,0.109676629169534,0.187087026556955,-0.382010817843464,0.290570574652511,-0.626401774513271,0.621078525054219,0.0970135056220633,0.482773599625433,0.834123081018239,0.972810892591772,0.360817614288435,0.500045830129239,0.146311698311476,0.0162837726955482,0.142029857603468,-47.3416388439654,0.101319878345086,0.000280638412584195,0.768454034036812,1.16077715944246,0.0140980531337992,0.243550422501105,0.767825054245364,2,0.390662956326291,7
"14","1",1.08292994252823,0.489546217342955,0.541575947106394,1.02767376903422,5.79625089430996,-2.46825683222708,3.94325250972907,0.925,-1.43145731388216,0.139440334874617,0.0212401309033588,0.149046655987166,-0.49572350478872,0.553132441032128,-0.668197041737049,0.896392060740396,0.0221654110579854,0.372448706535711,0.763834093729645,0.994358627344691,0.516702643571042,0.500045830129239,0.171109053339359,0.0729455434549722,0.0899769753461146,-58.365311327963,0.161654729971277,0.000179368070343419,-0.116434482353417,-0.768089841070098,-0.124005815501587,0.209917132335279,1.1719937476331,42,0.488950708077315,5
"15","1",0.984481765934753,0.359152576108563,0.481152820140753,1.02362616531097,7.09713150673502,1.76663561681865,3.97217857918725,0.925,-1.03391476155752,-0.290330575738416,0.009964908576025,0.19709874731962,-0.617243686777987,0.546113627739039,-0.746148358283385,0.81292256507543,0.0874367479072742,0.448092672216207,0.962296519371228,0.985088405074115,0.215690723381775,0.516727302731875,0.100517544792484,0.0772819578895235,0.0700612279202824,-66.2516112313794,0.195969215676579,0.000223581874415405,-0.00684955642629271,-0.692325174173114,-0.195083327233928,0.168390807367695,0.809051742357782,20,0.786682162623982,41
"16","1",1.27982629571518,0.370900833406189,0.489639375070619,1.04771519942128,5.96565737893082,-1.80996026469013,3.93814537369901,0.927777777777778,-1.30670769908409,-0.00706866452801644,-0.220773693406244,0.13797893240261,-0.474434861531729,0.285475251423235,-0.594742845531572,0.406784664294823,0.133901888790663,0.593831682475665,0.679777232783099,0.975099806046588,0.176293270665781,0.500045830129239,0.0284299735771517,0.0110900408824429,0.179675626887476,-63.2294219230371,0.0251971054632354,0.000229634481520677,0.689301015425891,-0.533089093062262,-0.248563523052729,0.16420804813107,0.867661377372253,24,0.744929700161269,21
