"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"1","1",0.348538020903446,0.317246139464664,0.567809293122813,0.595078931042026,7.56810704506288,-7.97437884736152,3.0938580080193,0.954166666666667,-0.538625294113826,0.415260163515341,0.944692174608774,3.58438523918325,0.920383429940355,2.80728396668372,0.231136696564676,0.107164198668798,0.968856595368287,0.929342314837111,0.0707218828600038,0.571528345075303,0.00555088493696183,0.998164204361691,0.768010210683703,0.0146811950130127,0.120271257421688,-7.65154147209288,0.973719868611323,7.14900212478555e-08,0.142812410778896,3.16159378533042,0.925753269767183,2.23538661825169,1.43078437571586,31,0.306090747088825,27,0.629588154517455,48
"2","4",0.448120312590145,0.368233367736698,0.607846814700099,0.659009454637069,8.1381323970658,-6.64348066700456,3.52473578322534,0.945833333333333,-0.161474240748284,0.304788876122666,0.929053759800368,2.72897299105817,0.849542336289302,1.84911364070573,0.131617694122668,0.226672050315571,1.00571550747443,0.792360996869226,0.0705473514982973,0.617805563307315,0.0108399232328869,0.998890500739404,0.595470568662669,0.0486634064907982,0.130739606960102,-13.1219698161716,0.933205023219371,4.67841969128946e-07,0.822191828547284,4.95348958772905,0.904355920670167,2.05623053548735,1.5633525708875,109,0.465975254105423,38,1.16510189250288,48
"3","6",0.398329166746795,0.331892524752435,0.578757403945147,0.581728480561273,7.98819362987588,-12.4004688741201,3.24949982266028,0.952777777777778,0.272248077269911,0.741704643282059,0.933945627982482,3.2246113517096,0.893240287385157,2.51650639114242,-0.180521220562067,0.295102818090311,0.937383576293,0.982422489170755,0.187121181026951,0.597535869487293,0.00689386408265383,0.998642430589409,0.734025526546323,0.0160095026275317,0.152709073415972,-8.07282623488003,0.967536362647061,7.41441249872167e-08,-0.0205329680150421,5.27322622093566,0.928684902837268,2.80680657710285,1.33791980887458,3,0.32637253692794,48,1.16706691889302,48
"4","5",0.448120312590145,0.382185167840926,0.567190730081929,0.579758616952207,7.62302357556166,-9.73998942332148,3.2614993349496,0.944444444444444,-0.0769769001960521,0.377947160481117,0.981727865784203,5.08866134295895,0.867413399763046,2.08841937142145,-0.0157638324501357,0.0272293886824523,1.36046839813846,0.775540951523624,0.0134299390675068,0.557252364727688,0.0270758150780349,0.998176541541658,0.917977089242775,0.0146425514194572,0.228581973444534,-7.00578040935942,0.966999832472563,1.49760482887981e-07,1.47397361972962,-1.15190892090943,0.90289165232901,1.6456731523464,1.28863139261013,67,0.35586675704916,62,0.823432663855787,74
"5","2",0.348538020903446,0.432053364047725,0.598283430967244,0.734356541251194,8.38025797320828,-4.08129457490076,3.57970209460516,0.930555555555556,-0.271710589006703,0.37756708976899,0.932280933217734,3.17610461513365,0.765948573782296,1.46825527292043,-0.0386796856781274,0.126144867860827,0.928989541456259,0.624289002525201,0.114305267083618,0.598855820489525,0.00880887043779089,0.998120596747587,0.726616982344068,0.0155797440998869,0.112679015981233,-9.3087824149204,0.959510253920699,2.3366710080912e-07,0.620082805070379,3.55625217252985,0.845639519429274,1.43925616161041,1.39905068768957,119,0.345509775013033,116,0.327077436647107,48
"6","6",0.398329166746795,0.315184624295215,0.578238165922545,0.592013346979153,7.83042752751225,-11.6442030561252,3.2920997998017,0.95,0.264387674791073,0.672910452910406,0.935712354612585,3.30051124902281,0.865462371304153,2.40625972260747,-0.286785280580709,0.295719393624044,0.939739096167649,0.928532626216696,0.183960339812115,0.595392172492426,0.00353547450686986,0.998646820660273,0.717668092964613,0.0157639377597616,0.154651410316209,-7.83140070325009,0.968610653543721,6.60963222251398e-08,0.399038817313757,5.08843815461515,0.919287093266667,2.75433239338375,1.31574621927818,4,0.28572570491711,116,1.40830293417925,48
"7","6",0.398329166746795,0.338090137555702,0.575328617257852,0.583566411121354,7.63511708542263,-10.9039228440712,3.21803159433903,0.956944444444444,0.170560464915849,0.608596076784263,0.93746410537553,3.3731809720652,0.892875636108711,2.55808843058445,-0.231541064403705,0.585904944337513,0.943797345855539,1.06861780970452,0.284073502562995,0.593953090989686,0.00292712305993963,0.998594805425375,0.739175546647176,0.0159992028753117,0.149914431214333,-7.67276937374664,0.969564368475841,6.11542363217462e-08,0.258091238878641,4.88175984863512,0.928266622625684,2.85814107262323,1.3630487665732,4,0.303763730707333,50,1.36774960710795,48
"8","1",0.398329166746795,0.312696108875037,0.554038481274454,0.599497630350091,7.53512569242453,-11.3590655160457,3.17788445187437,0.951388888888889,-0.471534914313476,0.54328157711445,0.945923734583103,3.85553119116966,0.907086952227582,2.58879173351265,0.234307101869959,0.0929429175335507,0.951916191582514,0.904734230557895,0.078913711152912,0.567248399047064,0.0103558784573523,0.998342128736923,0.788170778961675,0.0116614415247358,0.147443696807953,-6.64225871258737,0.976708096405895,6.04145566032512e-08,-0.101516452077315,3.70421645520829,0.908075907896571,1.91117755852812,1.38516911763354,31,0.30394656040454,26,0.447364487847009,48
"9","2",0.398329166746795,0.450871861151713,0.592962251884087,0.74298962472503,8.35102809336822,-9.43751245912737,3.49037084867983,0.930555555555556,-0.300876913532887,0.523635784105849,0.937060560924862,3.39667270134425,0.752815333039207,1.39031525031191,-0.0580524390189588,0.101466033324678,0.936912916734786,0.599702395081925,0.106933552041008,0.596648249081524,0.0270424089603282,0.99814373005491,0.737087509766947,0.015190374909045,0.122796887160512,-8.70582842445938,0.96119316566745,2.35634431731056e-07,0.169130055100436,3.08846747120176,0.8403155400377,1.30526680563256,1.48866840561239,72,0.420089283956171,79,0.362617058677553,79
"10","6",0.448120312590145,0.335848463566483,0.575491336712167,0.587034678557609,7.42751687890895,-13.4503401949183,3.25145766706941,0.954166666666667,0.257215891815009,0.772616285979057,0.934601303909023,3.23040040646146,0.901305053540488,2.52712656930014,-0.0483473360701821,0.122754020353148,0.939925494642641,0.910508205904302,0.0636809920972927,0.595601209364939,0.00642901464143791,0.998648768457697,0.717162382079664,0.021961150870861,0.153743556909728,-8.01697688896587,0.96814494431704,7.67838317880541e-08,0.389429187960735,5.14023960849907,0.927674857100196,2.76953437230213,1.29724930969114,44,0.341716379401798,48,0.945298736919095,48
"11","6",0.398329166746795,0.352670239874227,0.574553916714075,0.578828428409779,7.91588402606487,-11.1935751852644,3.23213089558564,0.955555555555556,0.153110046383127,0.634036454770732,0.937576785115023,3.33523490825997,0.893215742830843,2.53957891029002,-0.24403247318439,0.350055015592471,0.94799577548122,1.05114419579736,0.266010989410733,0.595175539542001,0.00323070274979077,0.998622458982123,0.737256468817435,0.0153335536287564,0.149234484040308,-7.82434069309738,0.968420402420069,6.48384641393569e-08,0.320423114910633,4.89419857857265,0.928572646375772,2.80640965923478,1.30748471367139,3,0.340803351346405,49,1.08387976728223,48
"12","7",0.448120312590145,0.363892094887727,0.601964276977145,0.680246543947142,8.26951590781356,-10.9777031188116,3.46901995302831,0.934722222222222,0.319894220895277,0.792315995953748,0.928776961229608,2.99320870580662,0.857042543066952,1.8946155184987,0.0813244758267356,0.0707967130540241,0.931543274959285,0.785294658846957,0.0273561936167025,0.620060606361105,0.0315984290729197,0.998945072443664,0.674557724241581,0.0262525581616136,0.175802149255094,-9.12110389780977,0.95396199179403,1.60485167599416e-07,0.248210286607857,5.87192393177019,0.906697602211,2.60797330621197,1.38897045340316,46,0.505746856531448,52,0.922495016199536,48
"13","6",0.398329166746795,0.334588153508482,0.576158990821835,0.580242713377245,7.91196102694392,-11.0993361990996,3.25478814057547,0.951388888888889,0.164883393234298,0.630234743346997,0.937033075555443,3.33738801802703,0.894499934711861,2.50788850864023,-0.129172714737354,0.216954538796028,0.944008664352632,0.918836443593182,0.110470627817456,0.59472723130918,0.00265128166399413,0.998609525702703,0.725099026361453,0.0177645907270976,0.14930352054433,-7.80260802001414,0.968810378843585,6.59904916601096e-08,0.376621261868034,4.8709434250653,0.925441019921674,2.70104271670872,1.29025674696927,3,0.297891552944294,50,1.17006759120303,48
"14","7",0.448120312590145,0.351878072745368,0.602368595889117,0.70284004749888,8.71330001020894,-11.8302631621763,3.48708938875872,0.929166666666667,0.476602435700124,0.861247704750318,0.926646265085021,2.9850397328211,0.848022004054835,1.59262748490895,0.146611824653826,0.0890284878556669,0.919633316593429,0.797679754113593,0.0741606167321928,0.630472268028795,0.0312732156461496,0.998924263178858,0.701942149969887,0.0192129993362275,0.183333883390007,-9.00686203569169,0.951689463102151,1.84434563100262e-07,0.0613709181342172,6.08855558986799,0.892581225420127,2.18330590869281,1.31730608776015,9,0.354023405086632,50,1.3080156715742,48
"15","4",0.448120312590145,0.370043915419783,0.607213996739425,0.671599280480606,8.06840319502907,-7.94191769619864,3.50663278521301,0.941666666666667,-0.217953223798412,0.350299591349862,0.927207268455186,2.65500231169127,0.872813212099837,1.72245520576868,0.346055494729357,0.327316200946086,1.0080886988113,0.941345728367832,0.195753701403999,0.627397581542877,0.0116197800124297,0.998883806993682,0.592963057796272,0.0664975104428389,0.11363468568194,-13.9459340515186,0.922811652822095,5.97708496992495e-07,0.153621792935878,4.97504073952276,0.901964209284134,1.7889707729555,1.65142067424305,109,0.446050720156546,92,1.54839272532476,48
