"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"1","0",0.0378855304923655,0.020398496065325,0.301932639246542,0.427532478197883,16.5749434012418,306.959946866818,3.60029575647293,0.830555555555556,0.288084606618533,-1.05129490593826,0.997397569823903,9.69963040080109,0.897692538621231,7.08191963913889,-0.32529070364878,0.26279551605957,0.995304010126306,0.984790993155794,0.234583304008522,0.373338889443276,0.000237475671803361,0.982860544881094,5.52837397610682e-08,4.70083910748037,-0.709444981856183,0.980114522683036,1.01709920614662e-10,2.05295676360659,-46.6433190785155,0.999433476084916,9.70920353751857,0.0923650540529788,442,0.000781105996238561,2354,0.645888864057291,48
"2","1",0.0378855304923655,0.0204084836574818,0.287297591781881,0.394773215276141,15.2542867027045,144.549460150208,3.4449830449403,0.843055555555556,-0.273982229906573,-0.694242348002145,0.998228679005852,9.79083379167371,0.886254903960717,6.67020956533649,-0.392975246544974,0.308856831249731,0.997264222212345,0.952420104682047,0.242032036183894,0.363487614632988,0.000155537455011109,0.990435078181007,5.18096576272325e-08,4.4209933513551,-0.654148250696461,0.985676024071956,7.14249759165848e-11,-0.883584174983793,-45.0353697876795,0.998062732452426,9.59752166131989,0.0934380499220898,1815,0.000788949667062318,1866,0.0713689884965076,1208
"3","0",0.0336760271043249,0.0178797227105663,0.290820651637284,0.407885513399626,16.2888340314756,218.716818059231,3.35420985067697,0.865277777777778,-0.367130835418502,-0.740883647028854,0.998266298113884,9.79734336473476,0.902299981691193,7.1707955820136,-0.361394866837152,0.236847527939638,0.997124515095117,1.02354835683098,0.26825774273446,0.354503001998941,0.000153586638450501,0.990818593046687,2.96584263794923e-08,4.93997056440335,-0.522239307238755,0.98831161736604,4.6645738232692e-11,-0.901197664765047,-46.9222972536709,0.998974424323837,9.7179306130044,0.0811309893493028,1104,0.000591959560652821,1357,0.0511902865368483,510
"4","0",0.0294665237162843,0.0173204794445927,0.302254617442429,0.444322841691727,16.0012219123408,296.641549143185,3.40297524876517,0.8,-0.586214729976639,-0.797153484566736,0.998335635156616,9.80681315254112,0.737040045754174,5.26027995893547,-0.752419369228451,2.45630565613561,0.997183947427612,1.08075583662957,0.681222876017219,0.343812544464476,0.000340561494924615,0.991462929452808,5.73048257696406e-08,5.22043065648562,-0.475715821399969,0.988846846588478,4.00008833141645e-11,4.36447982654726,-47.2544038710137,0.998994242301278,9.66025756236963,0.0882459070660833,1359,0.000722280787989281,1672,0.0507951810713179,1315
"5","1",0.0378855304923655,0.0203557730931681,0.279369514763887,0.354502966026765,15.0745757341104,108.802404602102,3.29157287876669,0.863888888888889,-0.244616088752297,-0.606380987731018,0.998042789076333,9.77026665414548,0.943697334193615,8.12316323743255,-0.117906149436095,0.131567111473525,0.996756361439284,1.0676940648456,0.221809531075748,0.367612500711998,9.96199472727652e-05,0.988967026043544,3.81318913697964e-08,4.44046555564688,-0.706977904411018,0.984677847681998,7.65095478830414e-11,-0.159223684704104,-44.6156222387723,0.999244346023746,9.77515958632129,0.0914850527640582,1142,0.000760511221790918,1420,0.056865036238855,1141
"6","0",0.0420950338804061,0.0187377367098889,0.284840069826575,0.384063980808248,15.9091490232365,159.596042536816,3.36106157198153,0.826388888888889,-0.137971403793502,-0.703907127592068,0.998058899621922,9.77485448807395,0.909613794228283,7.35707708301082,-0.180550382111568,0.257330507227139,0.996644017378269,1.04634019848692,0.285804423144957,0.358595085192208,9.60718758227127e-05,0.989271545899026,3.10968909836813e-08,4.99441986429871,-0.576161422035762,0.987974929679816,4.90712954263405e-11,4.52998310658437,-46.1164777197602,0.999061999270697,9.7442132940745,0.0851979220965375,806,0.00065447649437306,1185,0.0711874155259528,858
"7","1",0.0378855304923655,0.0227169193958976,0.279904939382258,0.310575719012209,14.8284675784416,102.590651668957,3.32511152399951,0.893055555555556,-0.121153266737767,-0.619651546078543,0.997826607849161,9.74237743232412,0.915043984560015,8.03901588199537,-0.423265087025048,0.571863295403988,0.996642755609433,1.163290174639,0.35834118611852,0.376130967241748,0.000105312066026174,0.987055663943777,4.36163628185869e-08,3.89114290790771,-0.873035827057615,0.981289372819117,1.23450652585191e-10,-2.08671294614849,-42.0833966889235,0.999264892699182,9.78067611793536,0.100987724357409,1550,0.000910695664455646,1418,0.145672009728431,48
"8","1",0.0378855304923655,0.0193486411475421,0.287362452497075,0.353907476083524,15.7776392202811,186.214649232519,3.33644787343447,0.898611111111111,-0.144557882602989,-0.771043021425137,0.997976695347614,9.7640599601117,0.925143207776257,7.7867925415629,-0.182495523275052,0.447838352015995,0.996560484060143,1.14849421231233,0.380291794123688,0.365190124930359,0.000123443513663342,0.988152527085859,3.02168765089445e-08,4.56950849788133,-0.629607583138144,0.986056931420815,7.12028274571828e-11,-0.535859784585759,-45.7630162020325,0.999010179840427,9.73256802348278,0.0862735621942524,1152,0.00065854155394117,1799,0.0651606006623867,1144
"9","1",0.0378855304923655,0.0202353079511264,0.287969733278138,0.359578921514015,15.7944021474083,189.024998557862,3.34596195059506,0.863888888888889,-0.0517535900078139,-0.797668286887183,0.997981650887339,9.76353139355958,0.918021664662434,7.73431155952114,-0.185399028303379,0.30561269013611,0.996634848356255,1.10334558196062,0.338568606120818,0.368540643600637,0.000136796975486166,0.988518932075021,3.04516702224175e-08,4.54776697088232,-0.685246010572992,0.985121534873795,7.42041024787584e-11,4.80888233397981,-44.4345327501428,0.998957801745202,9.7375262950644,0.0895570439703356,780,0.000736225110623383,864,0.0628240228032927,663
"10","0",0.0463045372684467,0.018783346983942,0.282558935663471,0.324845750337336,15.5872062426053,132.308832390027,3.29148167702022,0.911111111111111,-0.25831721885917,-0.654252739653211,0.998026565257083,9.77035003384254,0.924807661880076,7.86454216178714,-0.226806636035436,0.381933503189426,0.996629313482984,1.16393405952568,0.379904906870372,0.360011859696104,0.000102962944693799,0.988642988183327,2.6041334174311e-08,4.76670991512036,-0.597905473359943,0.987265897218677,5.67112632738893e-11,-1.52357152401386,-46.0175385582548,0.999345953649779,9.77475962460986,0.0842261139649782,962,0.000518888352904151,780,0.0461438720785571,845
